visit_id,rep_id,hcp_id,visit_date,drug_promoted,visit_duration_minutes
426,1,508,2024-04-26,CardioMax,29
427,1,965,2024-04-30,CardioMax,31
428,1,41,2024-04-29,CardioMax,25
429,1,1198,2024-04-11,CardioMax,10
430,1,878,2024-04-04,CardioMax,25
431,1,553,2024-04-05,CardioMax,28
432,1,418,2024-04-16,CardioMax,27
433,1,1215,2024-04-29,GlucoShield,27
434,1,878,2024-04-01,GlucoShield,27
435,1,364,2024-04-09,CardioMax,28
436,1,1322,2024-04-03,CardioMax,19
437,1,1122,2024-04-12,CardioMax,20
438,1,1665,2024-04-08,CardioMax,32
439,1,232,2024-04-23,CardioMax,28
440,1,1534,2024-04-24,CardioMax,25
441,1,1287,2024-04-29,GlucoShield,19
442,1,228,2024-04-26,CardioMax,26
443,1,1333,2024-04-29,CardioMax,18
444,1,960,2024-04-09,CardioMax,26
445,1,1900,2024-04-04,CardioMax,24
446,1,286,2024-04-29,CardioMax,37
447,1,1202,2024-04-12,CardioMax,28
448,1,813,2024-04-18,CardioMax,34
449,1,1919,2024-04-26,CardioMax,26
450,1,709,2024-04-15,CardioMax,34
451,1,1926,2024-04-19,CardioMax,23
452,1,1736,2024-04-16,CardioMax,23
453,1,553,2024-04-19,CardioMax,25
454,1,1569,2024-04-16,CardioMax,17
455,1,1987,2024-04-11,CardioMax,20
456,1,511,2024-04-11,CardioMax,26
457,1,936,2024-04-09,CardioMax,34
458,1,1076,2024-04-04,CardioMax,15
459,1,639,2024-04-22,CardioMax,24
460,1,30,2024-04-04,CardioMax,20
461,1,453,2024-04-16,CardioMax,18
462,1,1503,2024-05-21,CardioMax,28
463,1,1715,2024-05-24,CardioMax,27
464,1,453,2024-05-02,CardioMax,18
465,1,986,2024-05-10,CardioMax,21
466,1,997,2024-05-21,CardioMax,27
467,1,1704,2024-05-17,CardioMax,33
468,1,1492,2024-05-15,CardioMax,27
469,1,1071,2024-05-15,CardioMax,31
470,1,1268,2024-05-17,CardioMax,41
471,1,1653,2024-05-23,CardioMax,39
472,1,18,2024-05-07,GlucoShield,15
473,1,860,2024-05-29,CardioMax,38
474,1,1820,2024-05-27,GlucoShield,19
475,1,1431,2024-05-06,CardioMax,26
476,1,1099,2024-05-31,CardioMax,26
477,1,1085,2024-05-27,CardioMax,31
478,1,731,2024-05-29,CardioMax,40
479,1,1076,2024-05-08,CardioMax,39
480,1,1215,2024-05-31,CardioMax,26
481,1,891,2024-05-02,CardioMax,19
482,1,1367,2024-05-31,CardioMax,30
483,1,1675,2024-05-27,CardioMax,21
484,1,297,2024-05-28,GlucoShield,38
485,1,965,2024-05-27,CardioMax,20
486,1,864,2024-05-30,CardioMax,30
487,1,1309,2024-05-14,CardioMax,43
488,1,508,2024-05-16,CardioMax,22
489,1,1198,2024-05-10,CardioMax,25
490,1,1708,2024-05-03,CardioMax,35
491,1,891,2024-05-08,CardioMax,16
492,1,1838,2024-05-30,CardioMax,19
493,1,1987,2024-05-07,CardioMax,31
494,1,214,2024-05-02,CardioMax,33
495,1,467,2024-05-10,CardioMax,25
496,1,1901,2024-05-16,CardioMax,26
497,1,1919,2024-05-23,CardioMax,34
498,1,1898,2024-06-20,CardioMax,34
499,1,1632,2024-06-27,CardioMax,17
500,1,1171,2024-06-14,CardioMax,28
501,1,1267,2024-06-07,GlucoShield,22
502,1,442,2024-06-10,CardioMax,17
503,1,1218,2024-06-04,CardioMax,19
504,1,906,2024-06-26,CardioMax,38
505,1,297,2024-06-12,CardioMax,26
506,1,1569,2024-06-11,GlucoShield,33
507,1,1054,2024-06-20,CardioMax,30
508,1,1940,2024-06-12,CardioMax,34
509,1,570,2024-06-11,CardioMax,38
510,1,1017,2024-06-20,CardioMax,23
511,1,962,2024-06-21,CardioMax,25
512,1,246,2024-06-24,CardioMax,24
513,1,906,2024-06-17,CardioMax,31
514,1,596,2024-06-10,CardioMax,22
515,1,310,2024-06-10,CardioMax,27
516,1,570,2024-06-19,CardioMax,45
517,1,467,2024-06-25,CardioMax,27
518,1,1416,2024-06-19,CardioMax,30
519,1,49,2024-06-06,CardioMax,24
520,1,1165,2024-06-27,CardioMax,27
521,1,1487,2024-06-19,CardioMax,21
522,1,1017,2024-06-13,GlucoShield,27
523,1,1873,2024-06-07,CardioMax,26
524,1,1355,2024-06-20,CardioMax,36
525,1,1454,2024-06-12,CardioMax,27
526,1,415,2024-06-20,CardioMax,23
527,1,1519,2024-06-26,GlucoShield,30
528,1,1632,2024-06-19,CardioMax,18
529,1,747,2024-06-21,CardioMax,28
530,1,442,2024-06-19,CardioMax,27
531,1,815,2024-06-18,CardioMax,32
532,1,1431,2024-06-10,CardioMax,13
533,1,891,2024-06-06,CardioMax,17
534,1,1416,2024-06-18,CardioMax,24
535,1,228,2024-06-20,GlucoShield,21
536,1,1569,2024-06-18,CardioMax,27
537,1,511,2024-06-28,CardioMax,27
538,1,508,2024-06-24,CardioMax,36
539,1,1139,2024-06-13,CardioMax,37
540,1,156,2024-06-26,CardioMax,30
541,1,43,2024-06-14,CardioMax,29
542,1,533,2024-06-25,CardioMax,25
543,1,1091,2024-06-27,CardioMax,35
544,1,1820,2024-06-07,CardioMax,39
545,1,1653,2024-06-20,CardioMax,27
546,1,1022,2024-06-17,CardioMax,22
547,1,52,2024-06-10,CardioMax,23
548,1,1090,2024-06-28,CardioMax,25
549,1,1355,2024-06-04,CardioMax,33
550,1,718,2024-06-06,CardioMax,32
551,1,222,2024-06-07,GlucoShield,24
552,1,559,2024-06-28,CardioMax,18
553,1,1704,2024-07-23,CardioMax,24
554,1,43,2024-07-02,CardioMax,10
555,1,1121,2024-07-11,CardioMax,32
556,1,442,2024-07-31,CardioMax,26
557,1,718,2024-07-25,CardioMax,32
558,1,1534,2024-07-17,CardioMax,31
559,1,399,2024-07-18,CardioMax,36
560,1,1198,2024-07-12,CardioMax,26
561,1,1215,2024-07-26,CardioMax,34
562,1,1918,2024-07-02,CardioMax,13
563,1,1515,2024-07-30,CardioMax,20
564,1,1569,2024-07-26,CardioMax,36
565,1,1087,2024-07-30,CardioMax,13
566,1,373,2024-07-12,GlucoShield,25
567,1,906,2024-07-24,CardioMax,19
568,1,1110,2024-07-16,CardioMax,48
569,1,1291,2024-07-04,GlucoShield,14
570,1,1161,2024-07-10,CardioMax,23
571,1,838,2024-07-18,GlucoShield,27
572,1,552,2024-07-19,GlucoShield,24
573,1,338,2024-07-18,CardioMax,30
574,1,1333,2024-07-09,GlucoShield,31
575,1,1205,2024-07-22,CardioMax,32
576,1,1309,2024-07-09,CardioMax,29
577,1,785,2024-07-11,CardioMax,25
578,1,541,2024-07-23,CardioMax,31
579,1,1487,2024-07-09,CardioMax,10
580,1,1515,2024-07-16,CardioMax,20
581,1,970,2024-07-31,CardioMax,31
582,1,1163,2024-07-17,CardioMax,21
583,1,785,2024-07-05,CardioMax,35
584,1,1351,2024-07-30,GlucoShield,30
585,1,1639,2024-07-24,CardioMax,17
586,1,1309,2024-07-12,CardioMax,34
587,1,1071,2024-07-31,CardioMax,27
588,1,974,2024-07-02,CardioMax,22
589,1,1202,2024-07-12,CardioMax,34
590,1,1291,2024-07-22,CardioMax,29
591,1,1120,2024-07-05,CardioMax,24
592,1,1171,2024-07-31,CardioMax,22
593,1,206,2024-07-22,CardioMax,32
594,1,1901,2024-07-22,CardioMax,38
595,1,1546,2024-07-31,CardioMax,18
596,1,785,2024-07-02,CardioMax,33
597,1,1121,2024-07-01,CardioMax,25
598,1,81,2024-07-15,CardioMax,38
599,1,69,2024-07-26,CardioMax,32
600,1,511,2024-07-04,CardioMax,14
601,1,1261,2024-08-27,CardioMax,28
602,1,700,2024-08-13,GlucoShield,30
603,1,1017,2024-08-16,CardioMax,29
604,1,1165,2024-08-22,CardioMax,31
605,1,860,2024-08-09,CardioMax,27
606,1,415,2024-08-22,CardioMax,18
607,1,1926,2024-08-05,CardioMax,24
608,1,1054,2024-08-27,CardioMax,29
609,1,1413,2024-08-01,CardioMax,16
610,1,867,2024-08-05,CardioMax,15
611,1,744,2024-08-05,GlucoShield,33
612,1,864,2024-08-12,CardioMax,30
613,1,864,2024-08-06,CardioMax,42
614,1,1099,2024-08-06,CardioMax,25
615,1,1099,2024-08-08,CardioMax,31
616,1,1044,2024-08-13,CardioMax,28
617,1,269,2024-08-22,CardioMax,24
618,1,1024,2024-08-15,CardioMax,16
619,1,338,2024-08-29,CardioMax,35
620,1,261,2024-08-26,CardioMax,34
621,1,1873,2024-08-29,CardioMax,34
622,1,1151,2024-08-20,CardioMax,35
623,1,1218,2024-08-21,CardioMax,27
624,1,851,2024-08-21,CardioMax,22
625,1,1838,2024-08-12,CardioMax,35
626,1,1198,2024-08-21,CardioMax,19
627,1,1503,2024-08-23,CardioMax,23
628,1,771,2024-08-15,CardioMax,26
629,1,1926,2024-08-26,CardioMax,28
630,1,1605,2024-08-07,CardioMax,17
631,1,1660,2024-08-06,CardioMax,33
632,1,351,2024-08-06,GlucoShield,23
633,1,553,2024-08-14,CardioMax,28
634,1,590,2024-08-20,CardioMax,42
635,1,553,2024-08-26,CardioMax,22
636,1,1660,2024-08-20,CardioMax,16
637,1,49,2024-08-30,GlucoShield,41
638,1,169,2024-08-08,CardioMax,26
639,1,555,2024-08-12,CardioMax,14
640,1,415,2024-08-02,CardioMax,23
641,1,467,2024-08-07,CardioMax,19
642,1,1561,2024-08-15,CardioMax,28
643,1,1121,2024-08-15,CardioMax,32
644,1,11,2024-08-23,GlucoShield,18
